strain,ens_gene,log_bleach,log_settle
BRC20067,WBGene00019649,6.60168196563559,6.10541623130886
BRC20067,WBGene00019650,6.77913978856155,6.90324288787443
BRC20067,WBGene00019651,8.19102082835825,8.18835209667204
BRC20067,WBGene00019652,5.82639026866335,5.58353758039002
BRC20067,WBGene00019653,7.82692120849403,6.99387987710452
BRC20067,WBGene00019654,5.82260988069264,5.82657439340466
BRC20067,WBGene00019655,6.6600675499505,7.10597514397535
BRC20067,WBGene00019656,11.9361010294236,11.6372777832392
BRC20067,WBGene00019657,9.83737483037766,9.73572643830389
BRC20067,WBGene00019658,8.39851497109232,8.53836172590571
BRC20067,WBGene00019660,4.4938614266208,5.61311217570674
BRC20067,WBGene00019661,5.77704920130803,5.93342545996241
BRC20067,WBGene00019662,3.50943244889747,3.70753123981088
BRC20067,WBGene00019663,10.5803174634974,10.3538995497887
BRC20067,WBGene00019664,11.7144630696207,11.5852021007449
BRC20067,WBGene00019665,7.04685019636014,6.7218090109302
BRC20067,WBGene00019666,8.44226767499393,8.24856463633109
BRC20067,WBGene00019667,5.64525776906278,6.21700682383859
BRC20067,WBGene00019668,5.01630491298447,4.71581088236261
BRC20067,WBGene00019669,3.56672599604539,3.52290021982691
BRC20067,WBGene00019673,11.8797535762939,11.429491757811
BRC20067,WBGene00019674,6.22450807315508,6.07518302527125
BRC20067,WBGene00019677,8.73776994363546,8.77469285220025
BRC20067,WBGene00019678,11.1168295404521,11.3860080892301
BRC20067,WBGene00019679,10.1377458368558,10.0872802484444
BRC20067,WBGene00019680,11.837434517578,11.7897805397033
BRC20067,WBGene00019682,13.2426686560027,12.8552892303928
BRC20067,WBGene00019683,8.16415357262646,8.09993024700215
BRC20067,WBGene00019684,3.82815127957067,5.02100581717531
BRC20067,WBGene00019686,10.1887813172309,10.1482480315349
BRC20067,WBGene00019687,3.74573213496319,4.62248444831295
BRC20067,WBGene00019689,4.47948756365833,5.03734906717338
BRC20067,WBGene00019690,4.16983675948507,4.69809357380187
BRC20067,WBGene00019691,7.20929075386845,7.0962676718319
BRC20067,WBGene00019692,10.3147804284291,10.3932224269741
BRC20067,WBGene00019693,11.646334834791,11.7218477378349
BRC20067,WBGene00019697,11.8138771574702,11.7495423980546
BRC20067,WBGene00019698,10.9472732637029,10.6929391800458
BRC20067,WBGene00019699,5.24028985566021,4.26357594712673
BRC20067,WBGene00019700,6.40392534759077,6.5149483018308
BRC20067,WBGene00019703,5.85404060606549,6.22233404351422
BRC20067,WBGene00019704,5.36525964821022,5.33789552433571
BRC20067,WBGene00019705,5.88111066678786,5.3019499528177
BRC20067,WBGene00019710,9.51663285515325,9.6239506791292
BRC20067,WBGene00019711,10.9529830913395,11.1207587944122
BRC20067,WBGene00019712,10.542484598615,10.4813086124265
BRC20067,WBGene00019713,13.2175559284392,13.0199435216572
BRC20067,WBGene00019715,10.589773176763,10.6805166443389
BRC20067,WBGene00019716,10.6549663325363,10.6204372736638
BRC20067,WBGene00019717,7.49052817111077,8.32967318277233
BRC20067,WBGene00019718,6.10276704232465,6.11068135953768
BRC20067,WBGene00019719,13.007629886272,12.4564772792727
BRC20067,WBGene00019720,7.3665337911897,7.04670500813724
BRC20067,WBGene00019721,4.19981811491814,5.02112490660451
BRC20067,WBGene00019722,2.93333515776781,3.27063499785815
BRC20067,WBGene00019723,8.46824914308766,8.47584659121306
BRC20067,WBGene00019724,8.5814854527841,8.67434751140775
BRC20067,WBGene00019725,9.7409684323292,9.67390632642702
BRC20067,WBGene00019726,11.692706048905,11.5033516963131
BRC20067,WBGene00019727,11.5222022273679,11.5174116423971
BRC20067,WBGene00019728,7.03969359570035,7.36793563005333
BRC20067,WBGene00019729,9.20943621060326,8.97895691903805
BRC20067,WBGene00019730,12.1326132639765,11.5563030739617
BRC20067,WBGene00019731,8.47179208576258,8.00658690582883
BRC20067,WBGene00019732,11.2063072151977,10.9556934085379
BRC20067,WBGene00019733,9.72206684150352,9.4928156725671
BRC20067,WBGene00019734,6.20474497740562,6.14943154412164
BRC20067,WBGene00019735,3.0179893223048,2.24061093936595
BRC20067,WBGene00019738,8.91089144778532,8.60269718256809
BRC20067,WBGene00019741,6.69951714276351,6.6119385954455
BRC20067,WBGene00019742,6.79705467894592,6.64238564230504
BRC20067,WBGene00019743,7.28706273419719,7.05000494476536
BRC20067,WBGene00019744,9.22723016330068,8.99698377871908
BRC20067,WBGene00019746,11.0739645475535,10.6015138224447
BRC20067,WBGene00019747,11.7946342530614,11.3777309697445
BRC20067,WBGene00019748,11.1732365480335,10.612348139042
BRC20067,WBGene00019749,7.11286373782595,7.01611753235918
BRC20067,WBGene00019750,5.89884960566225,5.76775653316468
BRC20067,WBGene00019751,7.03200254658375,7.22064100346891
BRC20067,WBGene00019753,5.01681469835516,5.01234591292812
BRC20067,WBGene00019754,3.83113324674987,5.44252950275195
BRC20067,WBGene00019755,2.63736269650997,3.13424505306681
BRC20067,WBGene00019756,5.88089636437142,7.1133328595077
BRC20067,WBGene00019757,9.3838960904562,9.49901140412841
BRC20067,WBGene00019759,5.85859821188849,7.50364668071557
BRC20067,WBGene00019760,13.0206416432395,12.8422646827437
BRC20067,WBGene00019761,6.1980140957476,7.34870616752378
BRC20067,WBGene00019762,11.8380503306108,12.0268822644095
BRC20067,WBGene00019763,4.00722383832057,4.62954923816049
BRC20067,WBGene00019764,3.66222980528082,3.82178930741866
BRC20067,WBGene00019765,4.60027289381595,4.51909188204963
BRC20067,WBGene00019766,11.7102600402446,11.6332420357717
BRC20067,WBGene00019767,12.411171478955,12.4675200804369
BRC20067,WBGene00019769,7.58756255122999,7.86715256620187
BRC20067,WBGene00019770,9.7431153589583,9.78045381215032
BRC20067,WBGene00019771,11.2187729741009,11.0540555698826
BRC20067,WBGene00019772,7.02574920900293,7.9265733127548
BRC20067,WBGene00019773,5.79571907401508,6.40083811776911
BRC20067,WBGene00019774,7.69675446913477,7.38016502675599
BRC20067,WBGene00019776,4.37872996115103,4.43101139735555
BRC20067,WBGene00019777,8.82776166936167,8.65198116620488
BRC20067,WBGene00019778,11.0066136299824,10.9440976012898
BRC20067,WBGene00019779,13.0670828499651,12.712931383137
BRC20067,WBGene00019780,11.2943439230882,10.6443012763353
BRC20067,WBGene00019781,8.16030332234345,8.23694553050314
BRC20067,WBGene00019782,6.44649727599078,6.12061442740404
BRC20067,WBGene00019783,7.68335146602426,8.11316065805967
BRC20067,WBGene00019785,8.68098954081715,9.18430413499756
BRC20067,WBGene00019786,10.6429529565356,10.7793979206601
BRC20067,WBGene00019787,9.07418420003801,8.96094633687503
BRC20067,WBGene00019788,6.60887516623214,6.39000001407538
BRC20067,WBGene00019791,6.60887516623214,6.39000001407538
BRC20067,WBGene00019792,11.1816856048699,11.1180383291132
BRC20067,WBGene00019794,5.83653815623738,5.97713197835006
BRC20067,WBGene00019795,7.43695741012824,7.4110819173976
BRC20067,WBGene00019797,3.10907243797833,3.31803258867531
BRC20067,WBGene00019799,8.9704252072033,9.03239417897924
BRC20067,WBGene00019800,10.3360948661177,10.5975987858586
BRC20067,WBGene00019801,10.3063190474058,10.2433753659273
BRC20067,WBGene00019803,11.1428622164875,10.5545078436596
BRC20067,WBGene00019805,9.0600684040272,8.4281384934535
BRC20067,WBGene00019806,8.59910509256313,8.34314218764587
BRC20067,WBGene00019807,10.3641366748523,10.3210451538118
BRC20067,WBGene00019808,10.0183947255428,10.0378365787883
BRC20067,WBGene00019810,6.00235326754046,6.64681179597818
BRC20067,WBGene00019811,12.9662343282728,12.9845764405047
BRC20067,WBGene00019812,5.48844753899003,5.82641847055442
BRC20067,WBGene00019813,8.8452490365076,8.90734048276874
BRC20067,WBGene00019814,6.006576759956,6.17603361620286
BRC20067,WBGene00019815,5.84684497785495,6.14341778104279
BRC20067,WBGene00019816,7.27351039139662,7.27897691821359
BRC20067,WBGene00019817,5.1243125794014,5.25511017496348
BRC20067,WBGene00019818,6.84410132820031,6.97878339354005
BRC20067,WBGene00019819,11.9965538359338,11.972605295295
BRC20067,WBGene00019820,11.0264832197306,11.0981767229582
BRC20067,WBGene00019821,10.3563718050852,10.4683280084344
BRC20067,WBGene00019822,11.1768601618599,11.2751032188773
BRC20067,WBGene00019823,10.8592582899257,10.8627292117501
BRC20067,WBGene00019824,10.7677363224752,10.9205738969277
BRC20067,WBGene00019825,9.59800847408205,9.56657118459491
BRC20067,WBGene00019827,11.4681401604248,11.205107889709
BRC20067,WBGene00019828,4.1581010357526,4.15527940892859
BRC20067,WBGene00019829,7.7702473082184,7.70847489967198
BRC20067,WBGene00019830,8.07469766495877,8.1766388035432
BRC20067,WBGene00019831,13.7545010574563,13.3854493202565
BRC20067,WBGene00019832,7.66345884935618,7.55510725263612
BRC20067,WBGene00019833,10.5165216382945,10.4977220743384
BRC20067,WBGene00019834,3.83137639075314,4.43690630750819
BRC20067,WBGene00019836,10.4145881472876,10.3348792103785
BRC20067,WBGene00019837,8.21228114065475,7.73751056865817
BRC20067,WBGene00019838,9.87851496755829,10.0010253450101
BRC20067,WBGene00019839,8.34046930251893,10.0773950229399
BRC20067,WBGene00019840,5.7101911650344,5.26830295015025
BRC20067,WBGene00019841,9.34332777303581,9.04634753635217
BRC20067,WBGene00019842,10.9394256232729,10.92814075775
BRC20067,WBGene00019843,6.72877104162219,7.53142593728209
BRC20067,WBGene00019844,10.1470083876608,9.99869720511466
BRC20067,WBGene00019846,8.82819599008539,8.12328799658488
BRC20067,WBGene00019847,7.59398270905341,7.32184659281381
BRC20067,WBGene00019854,8.38824575940197,7.54122964400989
BRC20067,WBGene00019855,6.70083234467027,6.91546514953762
BRC20067,WBGene00019858,4.56152757450243,4.62811837426644
BRC20067,WBGene00019859,5.7107204705245,5.23383951134301
BRC20067,WBGene00019862,10.4540946231325,10.4341974210295
BRC20067,WBGene00019863,7.65319583160258,7.59645445567598
BRC20067,WBGene00019864,8.7239522423522,8.79842387421358
BRC20067,WBGene00019865,6.38332307390381,5.74605701676598
BRC20067,WBGene00019866,1.19600134792477,3.79317906975737
BRC20067,WBGene00019867,8.23825889669704,8.31174895255313
BRC20067,WBGene00019868,6.99085451401691,7.21059310662618
BRC20067,WBGene00019869,8.93508272770258,8.35186708338682
BRC20067,WBGene00019870,2.72780442260466,3.17528921856676
BRC20067,WBGene00019871,10.2688158181366,10.1640772272597
BRC20067,WBGene00019872,8.28293763140903,7.85737232348404
BRC20067,WBGene00019873,6.00262466724199,6.0968198881231
BRC20067,WBGene00019875,11.2373355308597,11.1855687213306
BRC20067,WBGene00019877,11.700830023406,11.6675327905175
BRC20067,WBGene00019878,8.13644380310878,8.26995690015288
BRC20067,WBGene00019880,8.91268515471663,8.6688252501673
BRC20067,WBGene00019881,9.0502370627715,9.19858916033836
BRC20067,WBGene00019882,9.7674715868956,9.9077090226983
BRC20067,WBGene00019883,11.7387384550504,11.8663208949599
BRC20067,WBGene00019884,10.6380726383231,10.6668108994884
BRC20067,WBGene00019885,5.01555530145952,5.04292325666643
BRC20067,WBGene00019886,3.51643212997545,2.93594221136674
BRC20067,WBGene00019888,11.8649612163106,11.6726895844463
BRC20067,WBGene00019890,13.0614566634646,12.8617133950636
BRC20067,WBGene00019892,9.9271348354001,9.9473805459424
BRC20067,WBGene00019893,12.5141342870781,12.6243982750179
BRC20067,WBGene00019894,8.4104076965213,8.30409603921794
BRC20067,WBGene00019895,13.3837749403555,12.8636226507289
BRC20067,WBGene00019896,4.73442617480878,5.22216104185633
BRC20067,WBGene00019898,10.0832906014117,10.0691164901225
BRC20067,WBGene00019899,4.85788133423361,4.80397537647965
BRC20067,WBGene00019900,14.5313317715239,14.4780755332105
BRC20067,WBGene00019901,2.63555529208469,5.32342595949419
BRC20067,WBGene00019902,8.55567899936218,7.95894282246256
BRC20067,WBGene00019904,7.1227752164945,7.41958935816582
BRC20067,WBGene00019905,8.15227394584195,8.67188410471602
BRC20067,WBGene00019906,4.57558387330014,5.62915157333377
BRC20067,WBGene00019907,7.81308661021389,8.07536147048358
BRC20067,WBGene00019908,3.84752100684763,4.57604557399052
BRC20067,WBGene00019909,5.03185704157247,4.76988953955317
BRC20067,WBGene00019911,7.89876245915915,8.08166315552345
BRC20067,WBGene00019914,11.1009458379506,10.6904608231304
BRC20067,WBGene00019915,8.87683536466616,8.74970047854301
BRC20067,WBGene00019917,4.45555857868693,4.34364448217143
BRC20067,WBGene00019918,7.90690243723688,7.79358003513042
BRC20067,WBGene00019920,6.51734116201019,7.24558433320754
BRC20067,WBGene00019921,5.8881680664663,5.05110456797472
BRC20067,WBGene00019922,6.5592069862401,6.68424018193946
BRC20067,WBGene00019923,6.5194339431,6.07632617713328
BRC20067,WBGene00019924,6.95043247921621,7.03689955185647
BRC20067,WBGene00019925,3.94592651379658,4.32092017679959
BRC20067,WBGene00019926,2.82308444761059,2.39068774883553
BRC20067,WBGene00019927,6.2772017532958,5.90296812678196
BRC20067,WBGene00019929,6.04381387444617,7.1503805392291
BRC20067,WBGene00019931,5.16026294129165,5.8934402877487
BRC20067,WBGene00019935,8.90373062961128,8.36656570618389
BRC20067,WBGene00019937,9.78129713952554,9.64213301654762
BRC20067,WBGene00019938,9.33070815965634,9.42310195459109
BRC20067,WBGene00019939,8.75944348757688,8.61992974348824
BRC20067,WBGene00019940,13.2796287655681,13.3516464847665
BRC20067,WBGene00019941,11.4468071224516,11.6701888178875
BRC20067,WBGene00019943,10.7341816140898,10.895566788895
BRC20067,WBGene00019944,7.47827120334593,7.46281153172715
BRC20067,WBGene00019945,3.19320264122475,3.39158071129066
BRC20067,WBGene00019946,11.6815926972539,11.4647718484952
BRC20067,WBGene00019947,13.9338206356074,13.7888106603587
BRC20067,WBGene00019949,7.14753332821165,7.84382865433231
BRC20067,WBGene00019950,6.02020439093596,6.30751037285032
BRC20067,WBGene00019951,5.7890208378575,6.17467492908163
BRC20067,WBGene00019952,4.36569965260746,4.55039933793662
BRC20067,WBGene00019953,11.8963650228021,11.8985734209826
BRC20067,WBGene00019955,8.78520962656127,8.42195845764732
BRC20067,WBGene00019956,5.97044011111629,5.92466285031532
BRC20067,WBGene00019957,12.2286790424569,12.0333770216777
BRC20067,WBGene00019959,9.1725380647171,9.34585182698742
BRC20067,WBGene00019960,8.6655948580687,8.27760928212632
BRC20067,WBGene00019961,8.27573966291226,8.25953741359328
BRC20067,WBGene00019962,11.6713477798645,11.1984193143433
BRC20067,WBGene00019963,12.9837479725831,12.8984469391179
BRC20067,WBGene00019964,1.97429468541445,0.480756181770842
BRC20067,WBGene00019965,9.98797594238378,9.47753755185538
BRC20067,WBGene00019967,7.61546912729997,7.83451097096182
BRC20067,WBGene00019968,4.83346365533742,5.74512269350038
BRC20067,WBGene00019970,6.62978003487474,6.80320738132397
BRC20067,WBGene00019971,13.1582276081627,13.0545356580274
BRC20067,WBGene00019972,8.21805578084258,8.2710299176803
BRC20067,WBGene00019973,8.72458230570093,8.08504798563297
BRC20067,WBGene00019975,7.8644402342921,7.29533860064837
BRC20067,WBGene00019977,6.68208114897658,6.42694467197047
BRC20067,WBGene00019978,12.3638192750362,11.656373002461
BRC20067,WBGene00019979,7.47464898103356,7.34825393017987
BRC20067,WBGene00019980,3.60701681574937,3.91335806367076
BRC20067,WBGene00019983,12.1626582074731,12.299263256955
BRC20067,WBGene00019986,9.75729875770316,9.53846348756659
BRC20067,WBGene00019987,8.6981925142849,8.86089161207102
BRC20067,WBGene00019988,6.66702469236027,6.91640528391461
BRC20067,WBGene00019989,10.0269596027029,10.2628845644627
BRC20067,WBGene00019991,2.0849111985097,1.9838870392033
BRC20067,WBGene00019993,9.44472325419263,9.40283474919807
BRC20067,WBGene00019994,8.73913803026631,8.80451862176759
BRC20067,WBGene00019995,5.21886895815298,4.90238377660622
BRC20067,WBGene00019997,8.61845970632179,8.80436320276731
BRC20067,WBGene00019998,8.04893678420266,7.92006163527588
BRC20067,WBGene00019999,3.2646109141551,3.06001275094832
BRC20067,WBGene00020003,7.81835133440088,8.16646752673697
BRC20067,WBGene00020004,6.70022208617299,6.29775377547897
BRC20067,WBGene00020006,8.17396760779793,8.55993337816407
BRC20067,WBGene00020007,12.1282867115521,11.6574185299657
BRC20067,WBGene00020008,4.74428468858051,4.72590881745127
BRC20067,WBGene00020010,4.82595101131411,5.45090936317739
BRC20067,WBGene00020011,7.42192941745747,6.76688784235972
BRC20067,WBGene00020012,9.5316236991405,9.66151119482941
BRC20067,WBGene00020014,3.55670484889165,4.63605665980112
BRC20067,WBGene00020015,6.66788233680271,6.41102545156606
BRC20067,WBGene00020016,8.57653180867489,7.65538122368802
BRC20067,WBGene00020017,6.76053339373874,8.37209564168821
BRC20067,WBGene00020018,7.19376616494205,7.27712931442408
BRC20067,WBGene00020019,5.01692173526745,5.45090427699303
BRC20067,WBGene00020022,12.3388774899769,12.1398593496539
BRC20067,WBGene00020023,4.38333512072573,4.54818724254772
BRC20067,WBGene00020025,9.78158642158294,9.90663957785718
BRC20067,WBGene00020026,9.81571546219773,9.939407354292
BRC20067,WBGene00020027,10.1127092800433,10.1747628484262
BRC20067,WBGene00020029,9.01335147594606,8.50600896433331
BRC20067,WBGene00020030,10.8928176627454,10.8072375611504
BRC20067,WBGene00020031,12.9234489417199,12.6691700806708
BRC20067,WBGene00020032,2.99948042698368,4.68786773055775
BRC20067,WBGene00020033,9.69104072103787,11.1413401332049
BRC20067,WBGene00020034,4.69463518812114,4.36051867797784
BRC20067,WBGene00020035,12.7158362115174,12.6785907427462
BRC20067,WBGene00020036,11.1039604477892,11.193636535278
BRC20067,WBGene00020037,9.91212480470211,9.9287924496031
BRC20067,WBGene00020038,11.2462161656877,11.1881425402301
BRC20067,WBGene00020039,8.97605567333859,10.3156167894518
BRC20067,WBGene00020040,9.57961041537442,10.7908320474885
BRC20067,WBGene00020042,5.82611503619657,6.09289161843188
BRC20067,WBGene00020043,5.4658728508858,5.76808532829017
BRC20067,WBGene00020045,4.68062492531132,4.91368647753922
BRC20067,WBGene00020046,5.18438862387405,4.37645773989842
BRC20067,WBGene00020047,8.78189936045535,8.55383662573383
BRC20067,WBGene00020048,3.67432778482663,2.95477827673867
BRC20067,WBGene00020049,8.42968502028241,8.55161737397932
BRC20067,WBGene00020050,8.34462354961014,8.37260847979351
BRC20067,WBGene00020051,7.84363359907787,7.9219327249522
BRC20067,WBGene00020052,7.66553623433834,7.67517256756056
BRC20067,WBGene00020053,6.6487842673767,6.89853839904133
BRC20067,WBGene00020054,7.04269482927427,7.25124528718472
BRC20067,WBGene00020058,7.50598769150988,7.68426314635632
BRC20067,WBGene00020062,3.27285871041375,4.04976339065051
BRC20067,WBGene00020064,9.65759352708179,9.74218772263325
BRC20067,WBGene00020066,4.97403300700377,5.76164047393245
BRC20067,WBGene00020067,4.0484043408831,4.45981220481974
BRC20067,WBGene00020068,11.3264441306192,11.6816879915317
BRC20067,WBGene00020069,6.07285409203675,5.91734943715242
BRC20067,WBGene00020070,8.18140961961388,8.51036396349919
BRC20067,WBGene00020071,7.95316735038327,8.37179416392768
BRC20067,WBGene00020072,7.87047728525315,8.29240501294136
BRC20067,WBGene00020073,6.77515049400959,7.28169997140154
BRC20067,WBGene00020080,5.95031175112313,5.46173218179679
BRC20067,WBGene00020082,11.5420908694227,11.1945283918167
BRC20067,WBGene00020083,5.6151286417552,6.67460184460446
BRC20067,WBGene00020084,8.98603445781634,9.35135252906074
BRC20067,WBGene00020086,5.96228207103736,5.78092016444466
BRC20067,WBGene00020088,9.95927595014867,9.95670323271901
BRC20067,WBGene00020089,10.8444600907158,10.7626019867307
BRC20067,WBGene00020090,8.41311571269213,8.28507078805197
BRC20067,WBGene00020091,12.3766425832161,12.1392361862262
BRC20067,WBGene00020092,11.5154250171166,11.3586548950423
BRC20067,WBGene00020093,6.38750365649778,6.8508424218963
BRC20067,WBGene00020094,11.0861799971227,11.0358870616923
BRC20067,WBGene00020095,9.84695594712741,9.90468375823095
BRC20067,WBGene00020096,9.54259960868641,9.5579647148041
BRC20067,WBGene00020097,13.4283135198237,13.4992447076652
BRC20067,WBGene00020098,9.72887762156902,9.82587121803554
BRC20067,WBGene00020099,8.80165526533391,8.96789199059812
BRC20067,WBGene00020100,4.31414372535704,4.77621739009522
BRC20067,WBGene00020101,10.1410546909445,10.1652315795452
BRC20067,WBGene00020102,11.7305360898419,11.7150448032101
BRC20067,WBGene00020103,9.6673943237618,9.86831811371651
BRC20067,WBGene00020104,10.2637761597737,10.047801335906
BRC20067,WBGene00020105,5.4522007007859,5.64836428828256
BRC20067,WBGene00020106,6.3354141156592,6.42211753315736
BRC20067,WBGene00020107,13.1561210172667,13.2260487895327
BRC20067,WBGene00020109,10.5864022808561,10.6666258671376
BRC20067,WBGene00020110,11.2983269870265,11.6328361672737
BRC20067,WBGene00020111,10.2447025792879,10.2792368826595
BRC20067,WBGene00020112,10.9492947566706,11.1717404579326
BRC20067,WBGene00020113,10.8322328317172,10.8942347214065
BRC20067,WBGene00020114,10.6642451342706,10.4830305755949
BRC20067,WBGene00020115,12.3546426855713,12.4121635388881
BRC20067,WBGene00020116,7.67696454973903,8.30039350287325
BRC20067,WBGene00020117,7.05850228970128,7.62266404426026
BRC20067,WBGene00020120,6.09688442803086,6.55620675813207
BRC20067,WBGene00020121,2.30522102498331,3.04209249568811
BRC20067,WBGene00020125,4.73385313535677,5.48433809915673
BRC20067,WBGene00020126,7.1666780238433,7.07354423339039
BRC20067,WBGene00020128,9.0974758077013,9.01560638158088
BRC20067,WBGene00020130,5.72113426542905,5.84333901668405
BRC20067,WBGene00020131,12.0196267163199,11.9556771334542
BRC20067,WBGene00020134,6.49199505851361,7.21276316072775
BRC20067,WBGene00020135,9.39181507426925,8.73384121119583
BRC20067,WBGene00020137,5.29193713833184,4.67311105124521
BRC20067,WBGene00020139,11.8326302353744,11.7520071943373
BRC20067,WBGene00020140,7.93800298087024,8.8984952959645
BRC20067,WBGene00020141,4.09532836484149,3.84273988640686
BRC20067,WBGene00020142,11.3278924856152,10.6971936295368
BRC20067,WBGene00020143,9.2834246523219,9.0731238031616
BRC20067,WBGene00020144,5.7068827106706,4.77744626751696
BRC20067,WBGene00020146,11.9027095850963,11.4836218832312
BRC20067,WBGene00020148,8.12325575255298,8.86648763362269
BRC20067,WBGene00020149,10.718461416802,10.969890774155
BRC20067,WBGene00020150,3.92852006316762,4.42831872470138
BRC20067,WBGene00020151,1.39315830038071,2.40053400872526
BRC20067,WBGene00020152,6.56284490338288,6.3472839582169
BRC20067,WBGene00020153,7.61288262893591,7.21592762608448
BRC20067,WBGene00020155,11.2306446094094,11.0476925208001
BRC20067,WBGene00020156,7.57435382693628,7.77509664178784
BRC20067,WBGene00020157,5.53052028829216,5.30193360000307
BRC20067,WBGene00020158,12.3662564598202,11.9171017305902
BRC20067,WBGene00020160,10.803735493152,10.5315557658927
BRC20067,WBGene00020163,5.79823909809208,5.90706906526805
BRC20067,WBGene00020166,12.8992084911569,12.6423728933314
BRC20067,WBGene00020168,10.6601836882025,10.7505419107298
BRC20067,WBGene00020169,12.0318995310988,11.7521575996487
BRC20067,WBGene00020170,5.60264088245841,5.15646188258767
BRC20067,WBGene00020171,10.4306359604388,10.4834485299559
BRC20067,WBGene00020172,10.1057333460147,10.1859019538391
BRC20067,WBGene00020173,2.56763957988742,2.87856713318661
BRC20067,WBGene00020175,4.0937320802698,3.98457071502365
BRC20067,WBGene00020177,5.31474659667609,5.67928837851442
BRC20067,WBGene00020179,3.55924338887581,4.19177386788671
BRC20067,WBGene00020181,13.2341924904269,13.1108559915601
BRC20067,WBGene00020182,7.32024158139834,7.47994306848711
BRC20067,WBGene00020183,8.40488651006449,8.5755778112024
BRC20067,WBGene00020184,11.2258888653838,11.2121442607535
BRC20067,WBGene00020185,13.154631681283,12.8033868154321
BRC20067,WBGene00020187,9.90351369616176,10.0379551852367
BRC20067,WBGene00020188,7.99511021483631,7.79848043662869
BRC20067,WBGene00020189,9.34681490480481,9.23800585209942
BRC20067,WBGene00020190,10.4692046938664,10.5037258739576
BRC20067,WBGene00020191,7.53617641443036,6.74351054061213
BRC20067,WBGene00020192,9.51753566688269,9.37949461760103
BRC20067,WBGene00020193,8.85060001958408,8.86423894811212
BRC20067,WBGene00020194,6.33996476300761,8.16773481508125
BRC20067,WBGene00020195,10.252767370549,10.1870084301312
BRC20067,WBGene00020196,4.52574947345297,4.49605338397386
BRC20067,WBGene00020197,9.2204307949718,9.31899783720538
BRC20067,WBGene00020199,9.17521339060493,9.38554025538829
BRC20067,WBGene00020200,8.43457375814355,8.25087672368613
BRC20067,WBGene00020201,4.00221272528243,4.03335441861454
BRC20067,WBGene00020202,3.05323214844839,4.46283531217276
BRC20067,WBGene00020205,7.60023769161641,7.36396189395739
BRC20067,WBGene00020207,11.0145271207591,10.7927811711394
BRC20067,WBGene00020208,11.1420957186723,10.8522738312075
BRC20067,WBGene00020209,11.8025923032174,11.7228748872492
BRC20067,WBGene00020212,4.95003596270837,4.32263867434983
BRC20067,WBGene00020214,8.72295977745371,8.62445617111995
BRC20067,WBGene00020215,8.49835902879762,8.1934376316532
BRC20067,WBGene00020216,12.0616154029564,12.1736515882902
BRC20067,WBGene00020218,11.3987624988752,11.4757397197225
BRC20067,WBGene00020219,9.62044914931605,9.78144156238311
BRC20067,WBGene00020220,4.46106805383612,2.66645919222377
BRC20067,WBGene00020222,7.3261745085595,7.40107414455027
BRC20067,WBGene00020223,9.05783932901108,9.47693862943686
BRC20067,WBGene00020224,5.83761623785528,5.76769712214099
BRC20067,WBGene00020229,10.6283324644799,10.417671014099
BRC20067,WBGene00020230,8.756789376841,8.91074954411158
BRC20067,WBGene00020231,3.87583029643038,4.03212669856924
BRC20067,WBGene00020234,11.4678427353807,11.5258828940284
BRC20067,WBGene00020235,9.14418429410113,9.26991496423598
BRC20067,WBGene00020236,5.10146327206493,4.32419987525733
BRC20067,WBGene00020237,8.07556587214602,9.00135953209946
BRC20067,WBGene00020239,5.11263783041476,6.51442020130704
BRC20067,WBGene00020240,4.21438096035622,5.96458871567443
BRC20067,WBGene00020241,4.58540988048087,6.00154324506992
BRC20067,WBGene00020242,4.23515278085648,6.1138502653383
BRC20067,WBGene00020243,1.67073121109297,2.67533233496276
BRC20067,WBGene00020245,7.62592189824092,7.68603679752675
BRC20067,WBGene00020246,12.0433445094978,12.1709061118092
BRC20067,WBGene00020247,8.11537905034249,8.53376905977373
BRC20067,WBGene00020248,5.93548165944903,6.38556522263633
BRC20067,WBGene00020249,3.86870320267267,3.21273508004974
BRC20067,WBGene00020250,2.64221944149822,4.82899334516341
BRC20067,WBGene00020251,10.7246614343876,10.3987054485061
BRC20067,WBGene00020252,4.5075840110227,3.80799574409262
BRC20067,WBGene00020254,4.92583077043749,4.55551664103811
BRC20067,WBGene00020256,9.62779014242961,8.96464986154887
BRC20067,WBGene00020258,9.02227165254858,8.4866049242871
BRC20067,WBGene00020259,11.1271910275081,11.1273635203704
BRC20067,WBGene00020260,4.84130890349743,4.79033055490443
BRC20067,WBGene00020261,7.01405816822673,7.794385090757
BRC20067,WBGene00020263,11.1560583945545,11.2232335170656
BRC20067,WBGene00020264,10.6528497301158,10.8278470579431
BRC20067,WBGene00020265,5.70642555878731,6.42541835483395
BRC20067,WBGene00020266,3.48237001756288,3.46151449870818
BRC20067,WBGene00020267,4.41466097043097,4.34589791107801
BRC20067,WBGene00020268,12.6367345055311,12.400413623061
BRC20067,WBGene00020269,12.4976876910612,12.8618551926763
BRC20067,WBGene00020270,4.73807742101234,6.09934727375588
BRC20067,WBGene00020273,10.0281444086801,9.94764641420896
BRC20067,WBGene00020274,11.0223615071336,11.1075548093961
BRC20067,WBGene00020275,13.2418365149462,13.0478195566259
BRC20067,WBGene00020276,8.03923652313235,6.97376713595108
BRC20067,WBGene00020277,3.91231981839999,4.29515946056932
