comparison,ens_gene,baseMean,log2FoldChange,fold,iCEL
CB4856_vs_N2,WBGene00019143,136.098788918308,0.616905404379429,up,No
CB4856_vs_N2,WBGene00019146,29.5649706373322,-1.21718133488138,down,No
CB4856_vs_N2,WBGene00019148,311.678018942954,-1.77894374918435,down,No
CB4856_vs_N2,WBGene00019178,83.5226645567721,-3.44036786098185,down,No
CB4856_vs_N2,WBGene00019179,64.9747596830284,-3.96747036065833,down,No
CB4856_vs_N2,WBGene00019183,28.5486625505497,-2.37041366054274,down,No
CB4856_vs_N2,WBGene00019184,408.861504817011,-1.79271804474555,down,No
CB4856_vs_N2,WBGene00019189,108.642712721047,-1.20296102078875,down,No
CB4856_vs_N2,WBGene00019194,26.2062593692683,2.07650672133151,up,No
CB4856_vs_N2,WBGene00019197,91.9802096756198,1.11300492672592,up,No
CB4856_vs_N2,WBGene00019213,313.976440579285,0.85947571263312,up,No
CB4856_vs_N2,WBGene00019267,11.1927295512595,-1.66634481366407,down,No
CB4856_vs_N2,WBGene00019272,426.684908733665,-1.55657800306386,down,No
CB4856_vs_N2,WBGene00019309,26.3181420491811,7.01553911521061,up,No
CB4856_vs_N2,WBGene00019313,19.0583602342071,-7.87188219551538,down,No
CB4856_vs_N2,WBGene00019337,140.269319527535,-2.30793475477136,down,No
CB4856_vs_N2,WBGene00019338,197.942317712311,7.1530516841363,up,No
CB4856_vs_N2,WBGene00019341,671.013678611793,-0.598837216413963,down,No
CB4856_vs_N2,WBGene00019348,12.7629240273807,-2.12007458120893,down,No
CB4856_vs_N2,WBGene00019395,27.6191415857181,0.855722648912211,up,No
CB4856_vs_N2,WBGene00019415,17.9984730755761,-4.72980926959324,down,No
CB4856_vs_N2,WBGene00019418,16.6248004509741,-7.67547165254631,down,No
CB4856_vs_N2,WBGene00019421,27.3898149816783,4.3342686823524,up,No
CB4856_vs_N2,WBGene00019436,525.128241599588,0.780676692242915,up,No
CB4856_vs_N2,WBGene00019437,71.2206378060997,1.43452143268537,up,No
CB4856_vs_N2,WBGene00019438,16.9600503337225,5.50102682218782,up,No
CB4856_vs_N2,WBGene00019444,104.820550092416,0.66297990024167,up,No
CB4856_vs_N2,WBGene00019449,33.5980497658538,8.33199835430253,up,No
CB4856_vs_N2,WBGene00019450,53.5751904677949,8.03766238288145,up,No
CB4856_vs_N2,WBGene00019471,12.0718914820475,2.06721785644088,up,No
CB4856_vs_N2,WBGene00019472,117.261110568959,1.56884043516266,up,No
CB4856_vs_N2,WBGene00019473,36.5950269727277,2.64405493560117,up,Yes
CB4856_vs_N2,WBGene00019495,790.639678753974,-4.66193301451851,down,No
CB4856_vs_N2,WBGene00019514,21.8779162458109,2.25767501104089,up,No
CB4856_vs_N2,WBGene00019520,127.712364984279,-1.60406502269476,down,No
CB4856_vs_N2,WBGene00019530,56.4086619922086,-9.44186839934258,down,No
CB4856_vs_N2,WBGene00019531,93.9174634630261,-10.1771100093797,down,No
CB4856_vs_N2,WBGene00019546,304.793445683053,-0.713344551848361,down,No
CB4856_vs_N2,WBGene00019561,310.386732653133,-0.901898243340525,down,No
CB4856_vs_N2,WBGene00019564,67.2726223130847,1.19310523557471,up,No
CB4856_vs_N2,WBGene00019576,89.9621168734967,0.723398729174749,up,No
CB4856_vs_N2,WBGene00019577,59.0227099595792,0.737538133427601,up,No
CB4856_vs_N2,WBGene00019586,249.468083920475,-3.57335930455155,down,No
CB4856_vs_N2,WBGene00019589,26.2781764346044,-8.34114984691977,down,No
CB4856_vs_N2,WBGene00019590,57.2945360393586,-8.50040837005157,down,No
CB4856_vs_N2,WBGene00019591,55.4637363028151,2.95017978025791,up,No
CB4856_vs_N2,WBGene00019592,202.249725223836,-11.2847004232093,down,No
CB4856_vs_N2,WBGene00019593,94.2251591901923,-10.1839782651001,down,No
CB4856_vs_N2,WBGene00019598,226.771104251758,-2.42739015372704,down,No
CB4856_vs_N2,WBGene00019604,139.440750190645,5.07259267118829,up,Yes
CB4856_vs_N2,WBGene00019640,30.5379638022563,-1.92319833862557,down,No
CB4856_vs_N2,WBGene00019641,18.4921285828643,2.35223303312784,up,No
CB4856_vs_N2,WBGene00019647,676.671233711145,-1.73914546531999,down,No
CB4856_vs_N2,WBGene00019650,106.317915209011,-0.803266138889628,down,No
CB4856_vs_N2,WBGene00019661,52.2749035704679,0.971519314187684,up,No
CB4856_vs_N2,WBGene00019662,16.7932705198756,1.0260230941067,up,No
CB4856_vs_N2,WBGene00019699,138.411643465389,2.08189644071006,up,No
CB4856_vs_N2,WBGene00019717,234.900447519312,-0.864803544336633,down,No
CB4856_vs_N2,WBGene00019718,99.8449999025833,-1.3432661437315,down,No
CB4856_vs_N2,WBGene00019720,181.325986186593,0.682845614948675,up,No
CB4856_vs_N2,WBGene00019721,32.1962950852055,-1.35673706754858,down,No
CB4856_vs_N2,WBGene00019723,273.103842692705,-1.1737352986214,down,No
CB4856_vs_N2,WBGene00019724,310.230409243231,-0.700782888078787,down,No
CB4856_vs_N2,WBGene00019731,349.629635519155,0.590504321964234,up,No
CB4856_vs_N2,WBGene00019738,443.058966050537,1.19350945209966,up,No
CB4856_vs_N2,WBGene00019742,153.285257969401,0.793418797387174,up,No
CB4856_vs_N2,WBGene00019743,137.285195122706,0.635503503399387,up,No
CB4856_vs_N2,WBGene00019744,1269.31879526077,1.3248081248861,up,No
CB4856_vs_N2,WBGene00019756,56.0845605410036,-2.41302111035855,down,No
CB4856_vs_N2,WBGene00019759,110.718127213399,-1.20991337316384,down,No
CB4856_vs_N2,WBGene00019761,63.9413602203945,-1.62589177669252,down,No
CB4856_vs_N2,WBGene00019787,519.17287926595,0.719308483743237,up,No
CB4856_vs_N2,WBGene00019817,17.3162474639948,-1.33509817398617,down,No
CB4856_vs_N2,WBGene00019818,180.312984904312,0.835516894228318,up,No
CB4856_vs_N2,WBGene00019830,384.301234775729,0.947031176918085,up,Yes
CB4856_vs_N2,WBGene00019831,15997.560333732,-0.647032968130374,down,No
CB4856_vs_N2,WBGene00019839,499.585631646827,-1.60535360261082,down,No
CB4856_vs_N2,WBGene00019858,1936.64736350268,6.52156201598646,up,No
CB4856_vs_N2,WBGene00019859,12.9841905534592,-7.32745278356624,down,No
CB4856_vs_N2,WBGene00019865,45.3361684797781,-1.12454631851448,down,No
CB4856_vs_N2,WBGene00019899,33.4653297640133,1.08062607050335,up,Yes
CB4856_vs_N2,WBGene00019908,16.0083921047484,-1.47948370520653,down,No
CB4856_vs_N2,WBGene00019917,20.0153657579613,-1.28866966166069,down,No
CB4856_vs_N2,WBGene00019918,238.531393353203,1.11166928619423,up,No
CB4856_vs_N2,WBGene00019922,71.5236813936077,0.870384554381658,up,No
CB4856_vs_N2,WBGene00019925,14.4861510448624,1.67195507027598,up,No
CB4856_vs_N2,WBGene00019931,13.1702576437014,-7.34173241872726,down,No
CB4856_vs_N2,WBGene00019961,76.0131592088206,-5.26114782651824,down,No
CB4856_vs_N2,WBGene00019964,19.0410049614606,2.69847522704217,up,No
CB4856_vs_N2,WBGene00019965,1003.97306543382,0.737534631679969,up,Yes
CB4856_vs_N2,WBGene00019967,202.349238610122,-0.708956866327301,down,No
CB4856_vs_N2,WBGene00019968,21.6077552137361,-1.2107478457697,down,No
CB4856_vs_N2,WBGene00019970,209.177899125106,-2.23875737961371,down,No
CB4856_vs_N2,WBGene00019973,339.816832079113,0.9910719113243,up,No
CB4856_vs_N2,WBGene00019978,10242.04930728,1.34505601538494,up,Yes
CB4856_vs_N2,WBGene00019979,146.778103957162,-0.770508354370873,down,No
CB4856_vs_N2,WBGene00019991,17.5165187594561,2.17435304929716,up,No
CB4856_vs_N2,WBGene00019997,265.959097580466,-0.921386431268698,down,No
CB4856_vs_N2,WBGene00020015,93.8464482765696,-0.712707555940461,down,No
CB4856_vs_N2,WBGene00020017,148.392565252418,-2.0501599247278,down,No
CB4856_vs_N2,WBGene00020027,743.278210746017,-1.22551772413624,down,No
CB4856_vs_N2,WBGene00020035,5124.0430183979,-0.650845732993614,down,No
CB4856_vs_N2,WBGene00020070,155.363496185862,-5.26703285979316,down,No
CB4856_vs_N2,WBGene00020072,121.354153072462,-10.5473250522744,down,No
CB4856_vs_N2,WBGene00020080,140.700773446595,2.0114179305443,up,No
CB4856_vs_N2,WBGene00020083,66.9601291856274,-1.83376888457474,down,No
CB4856_vs_N2,WBGene00020128,498.733808104445,0.972547826989145,up,No
CB4856_vs_N2,WBGene00020218,3218.68248542619,0.66293834550384,up,No
CB4856_vs_N2,WBGene00020245,179.464079279272,0.766809836443468,up,No
CB4856_vs_N2,WBGene00020248,66.3714244337576,-0.763884813934097,down,No
CB4856_vs_N2,WBGene00020276,246.667142744168,0.92795228561341,up,No
CB4856_vs_N2,WBGene00020281,106.05829217333,-1.74044436807288,down,No
CB4856_vs_N2,WBGene00020283,283.030788085022,-1.22756484008782,down,No
CB4856_vs_N2,WBGene00020307,65.9001416418231,-9.66305460865556,down,No
CB4856_vs_N2,WBGene00020320,1349.6273934802,-0.897461196155576,down,No
CB4856_vs_N2,WBGene00020326,831.087319284762,4.01309215855465,up,No
CB4856_vs_N2,WBGene00020329,311.67238008501,0.836562103343636,up,No
CB4856_vs_N2,WBGene00020335,119.428811601018,-0.60636099958249,down,No
CB4856_vs_N2,WBGene00020341,164.383223872182,-0.854945333624098,down,No
CB4856_vs_N2,WBGene00020357,33.9297866097276,1.30215316640933,up,No
CB4856_vs_N2,WBGene00020358,41.7528247542175,-2.88158293028006,down,No
CB4856_vs_N2,WBGene00020359,55.0669087345661,-2.85246910854391,down,No
CB4856_vs_N2,WBGene00020360,60.2263640914303,-1.74981122540705,down,No
CB4856_vs_N2,WBGene00020362,16.8206351419097,1.39378549847391,up,No
CB4856_vs_N2,WBGene00020421,114.693105116911,-1.51320110382702,down,No
CB4856_vs_N2,WBGene00020438,16.189128511278,0.948422143338501,up,No
CB4856_vs_N2,WBGene00020448,77.9964062555583,-0.87150488721213,down,No
CB4856_vs_N2,WBGene00020449,311.015807494488,1.6701605166608,up,No
CB4856_vs_N2,WBGene00020450,25.7007929036721,-8.30876720271501,down,No
CB4856_vs_N2,WBGene00020451,19.9771146534201,-7.94740684267555,down,No
CB4856_vs_N2,WBGene00020453,105.497844669322,-1.41857236676726,down,No
CB4856_vs_N2,WBGene00020455,229.459818642046,-1.02492470996758,down,No
CB4856_vs_N2,WBGene00020456,260.778163567304,-2.0899266731452,down,No
CB4856_vs_N2,WBGene00020457,91.0252526207013,-4.2053489557492,down,No
CB4856_vs_N2,WBGene00020460,36.5784607319959,1.05035106332059,up,No
CB4856_vs_N2,WBGene00020465,21.690297428183,-2.4422698974642,down,No
CB4856_vs_N2,WBGene00020476,91.5008976781427,1.03428380450011,up,No
CB4856_vs_N2,WBGene00020483,17.2035209674013,-2.20803786477458,down,No
CB4856_vs_N2,WBGene00020516,1424.62537466812,0.813844883956338,up,No
CB4856_vs_N2,WBGene00020532,45.6019564386922,1.58071911193671,up,No
CB4856_vs_N2,WBGene00020533,33.1052420999396,-1.075373269911,down,No
CB4856_vs_N2,WBGene00020534,41.375765400112,2.63943135993608,up,No
CB4856_vs_N2,WBGene00020537,67.0477688088571,2.21204511795434,up,No
CB4856_vs_N2,WBGene00020544,18.1028373010961,-1.57284019220014,down,No
CB4856_vs_N2,WBGene00020550,441.986434699732,-2.08981234311011,down,No
CB4856_vs_N2,WBGene00020551,332.297127932987,-1.4440799575538,down,No
CB4856_vs_N2,WBGene00020554,299.317600323274,-1.80904575885442,down,No
CB4856_vs_N2,WBGene00020560,302.652479238015,-1.79496965324845,down,No
CB4856_vs_N2,WBGene00020561,106.70139237211,-0.68600806872625,down,No
CB4856_vs_N2,WBGene00020587,26.5129938656296,1.06405955740918,up,Yes
CB4856_vs_N2,WBGene00020599,56.9197812723475,-1.97067708547954,down,No
CB4856_vs_N2,WBGene00020612,52.9532327203578,-1.49760739754998,down,No
CB4856_vs_N2,WBGene00020640,59.7183944157155,1.48693850693769,up,No
CB4856_vs_N2,WBGene00020646,41.2513063788766,-1.64317490636781,down,No
CB4856_vs_N2,WBGene00020652,4831.96573481412,-0.620635214828982,down,No
CB4856_vs_N2,WBGene00020670,31.4672771973657,-2.30165809733408,down,No
CB4856_vs_N2,WBGene00020673,200.969782318463,0.59424477855264,up,No
CB4856_vs_N2,WBGene00020697,42.7504470879987,0.779374522755745,up,No
CB4856_vs_N2,WBGene00020707,142.065282197465,-1.44969420739645,down,No
CB4856_vs_N2,WBGene00020708,25.9640616530707,-1.15151347113705,down,No
CB4856_vs_N2,WBGene00020732,5538.79573305444,-0.629725391254821,down,No
CB4856_vs_N2,WBGene00020744,75.8091100992675,-1.08918022526439,down,No
CB4856_vs_N2,WBGene00020760,82.14108613668,1.61945679548788,up,No
CB4856_vs_N2,WBGene00020761,1461.83601892327,0.865467049927406,up,Yes
CB4856_vs_N2,WBGene00020766,44.0420934699694,-1.84405856430239,down,No
CB4856_vs_N2,WBGene00020774,39.5667554966916,-8.93060263500307,down,No
CB4856_vs_N2,WBGene00020778,96.5912890288329,-1.22961161518313,down,No
CB4856_vs_N2,WBGene00020794,27.2580330975099,3.1943471771456,up,No
CB4856_vs_N2,WBGene00020799,329.318023764241,1.23794137769595,up,No
CB4856_vs_N2,WBGene00020802,44.6234795148786,-2.57895220364334,down,No
CB4856_vs_N2,WBGene00020803,249.091272183841,-1.68583985054814,down,No
CB4856_vs_N2,WBGene00020834,68.8310130297123,4.01512159508953,up,No
CB4856_vs_N2,WBGene00020835,30.627620196885,1.86273545371641,up,No
CB4856_vs_N2,WBGene00020837,343.12219513968,0.742508026786904,up,No
CB4856_vs_N2,WBGene00020844,29.8709592304929,-1.03582758952661,down,No
CB4856_vs_N2,WBGene00020846,462.062847023908,-0.905299331210248,down,No
CB4856_vs_N2,WBGene00020847,865.272328048614,0.618333385528322,up,No
CB4856_vs_N2,WBGene00020849,26.826279432176,-0.988113315505172,down,No
CB4856_vs_N2,WBGene00020850,169.643185740848,1.72502460191609,up,No
CB4856_vs_N2,WBGene00020855,89.3680611409619,-1.22101348697475,down,No
CB4856_vs_N2,WBGene00020869,20.7925044930518,-8.0088590347534,down,No
CB4856_vs_N2,WBGene00020883,84.3425489969776,-2.05698446979155,down,No
CB4856_vs_N2,WBGene00021011,104.025813576308,1.22699728784434,up,No
CB4856_vs_N2,WBGene00021081,249.357017157545,2.1293672147757,up,No
CB4856_vs_N2,WBGene00021083,45.0898116846793,-3.76346583734653,down,No
CB4856_vs_N2,WBGene00021084,67.1018902231048,-2.45982001082155,down,No
CB4856_vs_N2,WBGene00021085,42.4605520116806,-9.03097078675582,down,No
CB4856_vs_N2,WBGene00021086,63.8450849843396,-3.78481579874573,down,No
CB4856_vs_N2,WBGene00021089,72.5792863951065,-0.992143296291033,down,No
CB4856_vs_N2,WBGene00021106,139.825512326055,3.61124456328424,up,No
CB4856_vs_N2,WBGene00021107,722.309111865144,1.97828345734449,up,No
CB4856_vs_N2,WBGene00021128,6743.69604249138,-0.590549185959217,down,Yes
CB4856_vs_N2,WBGene00021134,35.3842197484986,1.55132445679975,up,No
CB4856_vs_N2,WBGene00021135,175.981067711264,0.667817278662397,up,No
CB4856_vs_N2,WBGene00021136,210.846147123199,-1.49561055843324,down,No
CB4856_vs_N2,WBGene00021137,200.34939309328,2.67465003624508,up,No
CB4856_vs_N2,WBGene00021168,35.706689551469,2.34216896782215,up,No
CB4856_vs_N2,WBGene00021178,83.2399453055672,0.779224609117262,up,No
CB4856_vs_N2,WBGene00021192,1353.66331017419,-0.606421606259085,down,No
CB4856_vs_N2,WBGene00021205,1072.16029193743,1.71000023151424,up,No
CB4856_vs_N2,WBGene00021207,94.2133436498898,-2.25888834200883,down,No
CB4856_vs_N2,WBGene00021213,146.777935483798,-1.73371845338274,down,No
CB4856_vs_N2,WBGene00021219,258.154410150852,-1.32366476696691,down,No
CB4856_vs_N2,WBGene00021220,68.2568501894177,-1.74956809011743,down,No
CB4856_vs_N2,WBGene00021222,29.0162393128542,-5.50966200127029,down,No
CB4856_vs_N2,WBGene00021224,551.023661803711,-1.83072120834942,down,No
CB4856_vs_N2,WBGene00021226,49.7678762434099,-1.70865596505457,down,No
CB4856_vs_N2,WBGene00021227,200.315528129243,-1.03743857437619,down,No
CB4856_vs_N2,WBGene00021235,61.1232784003332,-4.67327329879071,down,No
CB4856_vs_N2,WBGene00021253,922.590468335578,0.791698973860678,up,No
CB4856_vs_N2,WBGene00021256,155.255723342432,0.828166170956779,up,No
CB4856_vs_N2,WBGene00021268,174.046863852994,0.626042367805022,up,No
CB4856_vs_N2,WBGene00021280,16.3001932221558,6.31404186385799,up,No
CB4856_vs_N2,WBGene00021296,2038.77991323949,0.881696153640332,up,No
CB4856_vs_N2,WBGene00021309,89.7263936816301,-1.73560947693098,down,No
CB4856_vs_N2,WBGene00021326,146.189423901009,-1.39445346231911,down,No
CB4856_vs_N2,WBGene00021333,284.5147477518,0.711812196470273,up,No
CB4856_vs_N2,WBGene00021337,293.43377478842,-0.646652567525825,down,No
CB4856_vs_N2,WBGene00021338,44.374176359715,1.10509237969874,up,No
CB4856_vs_N2,WBGene00021339,116.084442214273,1.12283127298114,up,No
CB4856_vs_N2,WBGene00021343,81.6921930353643,-0.88287829049778,down,No
CB4856_vs_N2,WBGene00021370,437.855650192357,-0.638182103524347,down,No
CB4856_vs_N2,WBGene00021389,108.048292835336,-1.66433592113833,down,No
CB4856_vs_N2,WBGene00021405,22.7126872826749,1.27821801554736,up,No
CB4856_vs_N2,WBGene00021409,22.7126872826749,1.27821801554736,up,No
CB4856_vs_N2,WBGene00021435,80.6573440805494,2.0968365254371,up,No
CB4856_vs_N2,WBGene00021458,137.372936577438,1.62392140039291,up,No
CB4856_vs_N2,WBGene00021463,14.5874796786191,-7.48745641700333,down,No
CB4856_vs_N2,WBGene00021472,226.153782794319,-5.83508622683837,down,No
CB4856_vs_N2,WBGene00021490,26.9822064612986,2.71094407879075,up,No
CB4856_vs_N2,WBGene00021492,114.292524327527,-1.45003289789757,down,No
CB4856_vs_N2,WBGene00021495,231.320457789382,0.759816996630841,up,No
CB4856_vs_N2,WBGene00021496,43.0543424793649,-2.77191454594019,down,No
CB4856_vs_N2,WBGene00021497,244.8671031824,-2.38380261593958,down,No
CB4856_vs_N2,WBGene00021503,429.869223259967,-3.81614684180488,down,No
CB4856_vs_N2,WBGene00021505,57.2251915447378,0.910618406175725,up,No
CB4856_vs_N2,WBGene00021513,20.1410497729227,2.41297208583915,up,No
CB4856_vs_N2,WBGene00021525,37.7321788425855,2.44798293914854,up,No
CB4856_vs_N2,WBGene00021527,90.5752611162789,-0.591182118861366,down,No
CB4856_vs_N2,WBGene00021557,34.8612199818945,1.45283685685619,up,No
CB4856_vs_N2,WBGene00021566,12.1018162443453,2.35642041856082,up,No
CB4856_vs_N2,WBGene00021579,278.237195105856,-10.3011858499274,down,No
CB4856_vs_N2,WBGene00021582,32.9955734712906,4.80065025389124,up,No
CB4856_vs_N2,WBGene00021583,127.445394565604,-2.28960218516677,down,No
CB4856_vs_N2,WBGene00021585,10.2033429072841,2.5560037197126,up,No
CB4856_vs_N2,WBGene00021586,169.933374260455,3.32184494906544,up,No
CB4856_vs_N2,WBGene00021587,79.4163671188719,-9.93674515466691,down,No
CB4856_vs_N2,WBGene00021589,102.82898600339,3.84600319993933,up,No
CB4856_vs_N2,WBGene00021594,71.1184451706483,2.06870707392375,up,No
CB4856_vs_N2,WBGene00021605,255.51108759322,0.750669893567616,up,No
CB4856_vs_N2,WBGene00021611,45.353436903563,-1.35955250453484,down,No
CB4856_vs_N2,WBGene00021619,123.429370203321,1.62780020414506,up,No
CB4856_vs_N2,WBGene00021620,51.080962890471,2.05616525702742,up,No
CB4856_vs_N2,WBGene00021624,16.4071855684298,3.72166775215426,up,No
CB4856_vs_N2,WBGene00021625,1976.60370493899,-1.70244582005353,down,No
CB4856_vs_N2,WBGene00021627,5953.70719944031,-2.39838349164244,down,No
CB4856_vs_N2,WBGene00021635,778.906218602874,0.938017539293766,up,No
CB4856_vs_N2,WBGene00021640,457.822333477159,-2.97967272921938,down,No
CB4856_vs_N2,WBGene00021641,1718.13967653213,-2.29932206084815,down,No
CB4856_vs_N2,WBGene00021654,44.7785031526245,-2.62306731315549,down,No
CB4856_vs_N2,WBGene00021678,107.045726964082,-1.75173133441602,down,No
CB4856_vs_N2,WBGene00021709,225.593223378046,-1.62807080179556,down,Yes
CB4856_vs_N2,WBGene00021713,43.7372110469978,-0.773274979819081,down,No
CB4856_vs_N2,WBGene00021719,21.7041427066806,1.27389707019727,up,No
CB4856_vs_N2,WBGene00021725,110.963645433655,1.09939528649823,up,No
CB4856_vs_N2,WBGene00021726,85.8331192000128,2.31105795900946,up,No
CB4856_vs_N2,WBGene00021772,331.031270781357,1.08670187957308,up,No
CB4856_vs_N2,WBGene00021779,968.283725014476,-1.10228981120242,down,No
CB4856_vs_N2,WBGene00021791,1203.94871608072,-2.08924039883799,down,No
CB4856_vs_N2,WBGene00021805,78.8115340106223,-0.963275643508947,down,No
CB4856_vs_N2,WBGene00021814,307.393057695944,0.832685111263473,up,No
CB4856_vs_N2,WBGene00021858,149.676057636049,-2.0804280848676,down,No
CB4856_vs_N2,WBGene00021872,1584.29042655211,0.830960198578032,up,No
CB4856_vs_N2,WBGene00021873,863.133833041646,1.66173136933008,up,No
CB4856_vs_N2,WBGene00021877,679.764469466008,0.694591942881659,up,No
CB4856_vs_N2,WBGene00021887,492.58014454184,-0.653236257213033,down,No
CB4856_vs_N2,WBGene00021898,1088.94677337103,0.695829079879071,up,No
CB4856_vs_N2,WBGene00021919,44.7930359787151,1.16738401586829,up,No
CB4856_vs_N2,WBGene00021931,71.4936135650163,-1.62502190154475,down,No
CB4856_vs_N2,WBGene00021964,33.0419538316877,-2.68625180815355,down,No
CB4856_vs_N2,WBGene00021977,621.667707440589,1.17436283972578,up,No
CB4856_vs_N2,WBGene00021978,23.1324092845388,1.45186805250402,up,No
CB4856_vs_N2,WBGene00021988,220.226957370045,-1.88763204437338,down,No
CB4856_vs_N2,WBGene00021997,724.371806290532,-2.06304774830196,down,No
CB4856_vs_N2,WBGene00022002,724.371806290532,-2.06304774830196,down,No
CB4856_vs_N2,WBGene00022014,928.878101821755,-0.675712355862112,down,No
CB4856_vs_N2,WBGene00022020,26.87605859824,1.2448417002086,up,No
CB4856_vs_N2,WBGene00022028,40.1192635330612,1.20127366079124,up,No
CB4856_vs_N2,WBGene00022032,107.728818335912,-2.74530633874886,down,No
CB4856_vs_N2,WBGene00022060,173.581463942498,-0.95630223243552,down,No
CB4856_vs_N2,WBGene00022070,16.5719390152603,1.50805247684029,up,No
CB4856_vs_N2,WBGene00022083,14.8980102247801,-1.78294549846535,down,No
CB4856_vs_N2,WBGene00022093,351.324595962541,-0.662349494754504,down,No
CB4856_vs_N2,WBGene00022103,402.8662848714,-1.50070365920878,down,No
CB4856_vs_N2,WBGene00022130,316.02300017697,1.00914683467981,up,Yes
CB4856_vs_N2,WBGene00022133,32.8172975323592,-0.828770018024394,down,No
CB4856_vs_N2,WBGene00022156,36.1275612888471,5.31403386309983,up,No
CB4856_vs_N2,WBGene00022160,246.07509041745,-1.17717969235702,down,No
CB4856_vs_N2,WBGene00022200,2288.93310285001,0.60491580495916,up,Yes
CB4856_vs_N2,WBGene00022203,1559.74829370142,-1.2231024809758,down,No
CB4856_vs_N2,WBGene00022206,327.463462067741,-1.24116656581882,down,No
CB4856_vs_N2,WBGene00022224,85.7257892592364,1.3177425508136,up,No
CB4856_vs_N2,WBGene00022237,90.06104591511,-5.04716525567062,down,No
CB4856_vs_N2,WBGene00022261,94.4404403292787,2.29031267993602,up,No
CB4856_vs_N2,WBGene00022274,95.9738695609747,-1.32273173045249,down,No
CB4856_vs_N2,WBGene00022282,12.6887218308526,2.53870498672229,up,No
CB4856_vs_N2,WBGene00022285,58.5296299151443,1.12056618485182,up,No
CB4856_vs_N2,WBGene00022287,231.535335115495,-1.58737769872508,down,No
CB4856_vs_N2,WBGene00022288,27.5938026587524,-2.10343201680862,down,No
CB4856_vs_N2,WBGene00022289,38.6958926758815,-1.51536715491503,down,No
CB4856_vs_N2,WBGene00022326,74.4851694050289,-1.14391395802605,down,No
CB4856_vs_N2,WBGene00022328,19.3433420741777,3.78276333803663,up,No
CB4856_vs_N2,WBGene00022329,146.01760359325,1.05715114909848,up,No
CB4856_vs_N2,WBGene00022330,74.2682088143608,0.773477717322545,up,No
CB4856_vs_N2,WBGene00022333,52.8857042185908,-0.951351755933186,down,No
CB4856_vs_N2,WBGene00022337,93.117935551647,0.694337977528445,up,No
CB4856_vs_N2,WBGene00022338,252.894735719258,1.41055107882903,up,No
CB4856_vs_N2,WBGene00022344,12.5360056187587,2.26356684730529,up,No
CB4856_vs_N2,WBGene00022345,15.6002753454297,-6.14590720508282,down,No
CB4856_vs_N2,WBGene00022349,191.073060078574,1.76503003139766,up,No
CB4856_vs_N2,WBGene00022353,91.1293680711821,-1.17490560621421,down,No
CB4856_vs_N2,WBGene00022360,767.167510694565,-0.677416681285849,down,No
CB4856_vs_N2,WBGene00022375,25.8822943469173,1.92112418225401,up,No
CB4856_vs_N2,WBGene00022379,337.245247568069,0.989891808847686,up,Yes
CB4856_vs_N2,WBGene00022382,806.745833854866,-13.2804690742368,down,No
CB4856_vs_N2,WBGene00022392,23.2444790680726,1.87636062121093,up,No
CB4856_vs_N2,WBGene00022396,158.084815653015,0.947059427785253,up,No
CB4856_vs_N2,WBGene00022397,119.989927265467,-0.785269561219003,down,Yes
CB4856_vs_N2,WBGene00022415,219.287609852654,-1.82864051523378,down,No
CB4856_vs_N2,WBGene00022418,163.561859180594,1.27144578368777,up,No
CB4856_vs_N2,WBGene00022469,56.4833535273395,0.838567096567178,up,No
CB4856_vs_N2,WBGene00022475,179.557557071044,-0.791058067476257,down,No
CB4856_vs_N2,WBGene00022479,20.7402889329542,4.76041188295698,up,No
CB4856_vs_N2,WBGene00022487,133.280445025285,1.43871100355067,up,No
CB4856_vs_N2,WBGene00022508,154.85739290936,-1.36447499469214,down,No
CB4856_vs_N2,WBGene00022517,262.342499302697,-1.59343775236112,down,No
CB4856_vs_N2,WBGene00022546,78.5219035994642,1.03319106752705,up,No
CB4856_vs_N2,WBGene00022547,12.4011968546287,1.59343839861603,up,No
CB4856_vs_N2,WBGene00022548,109.468355204555,1.41360329853516,up,No
CB4856_vs_N2,WBGene00022549,305.693522998378,1.08130608197414,up,No
CB4856_vs_N2,WBGene00022555,55.244213911816,2.72915879384609,up,No
CB4856_vs_N2,WBGene00022557,11.6160370027823,-2.17288961563082,down,No
CB4856_vs_N2,WBGene00022560,14.8720739701401,3.5651681754904,up,No
CB4856_vs_N2,WBGene00022562,285.460451268367,-4.57292365068665,down,No
CB4856_vs_N2,WBGene00022564,48.2821177917577,-6.03154732988377,down,No
CB4856_vs_N2,WBGene00022568,13.6790320234393,-1.36020260549087,down,No
CB4856_vs_N2,WBGene00022569,146.503353466285,-6.29865780801744,down,No
CB4856_vs_N2,WBGene00022572,72.8944801558757,2.04682256659008,up,No
CB4856_vs_N2,WBGene00022584,64.442003665937,-2.11423813321667,down,No
CB4856_vs_N2,WBGene00022627,76.8212525434157,-1.55072296647551,down,No
CB4856_vs_N2,WBGene00022642,10746.6593924372,1.80575447656565,up,No
CB4856_vs_N2,WBGene00022643,125.53168549618,-1.55583528607743,down,No
CB4856_vs_N2,WBGene00022645,2267.55170329085,-1.22988945898297,down,No
CB4856_vs_N2,WBGene00022649,798.895127484545,-1.57823530454233,down,No
CB4856_vs_N2,WBGene00022665,169.747414075556,-1.5615307586123,down,No
CB4856_vs_N2,WBGene00022679,4048.88612880006,-1.84466480368906,down,No
