comparison,ens_gene,baseMean,log2FoldChange,fold,iCEL
CB4856_vs_N2,WBGene00005552,352.024734430829,-7.17045259607234,down,No
CB4856_vs_N2,WBGene00005616,21.2114713256457,1.9366419084465,up,No
CB4856_vs_N2,WBGene00005949,10.8374095176968,-1.39671754406947,down,No
CB4856_vs_N2,WBGene00006047,258.886002896216,2.34051184008625,up,No
CB4856_vs_N2,WBGene00006224,36.4560261265944,1.162472538344,up,No
CB4856_vs_N2,WBGene00006272,12.0985308335058,-1.92881720755664,down,No
CB4856_vs_N2,WBGene00006288,22.706576629846,1.33503462810201,up,No
CB4856_vs_N2,WBGene00006388,124.839724389081,0.688037241357947,up,No
CB4856_vs_N2,WBGene00006394,1506.15941461053,0.734033147910944,up,No
CB4856_vs_N2,WBGene00006404,1059.08356366816,0.766077971603602,up,No
CB4856_vs_N2,WBGene00006431,916.70995100301,0.937771320781884,up,No
CB4856_vs_N2,WBGene00006459,101.365572392199,0.731988741374849,up,No
CB4856_vs_N2,WBGene00006484,176.614928567362,6.31726756846059,up,No
CB4856_vs_N2,WBGene00006505,101.251972986572,-1.29009766990566,down,Yes
CB4856_vs_N2,WBGene00006534,12.9562333067978,-1.58460707197912,down,No
CB4856_vs_N2,WBGene00006591,602.155649338305,-0.727273441415488,down,No
CB4856_vs_N2,WBGene00006598,14.2319982338317,1.00223509409725,up,No
CB4856_vs_N2,WBGene00006615,231.187322068413,-2.19581037128374,down,No
CB4856_vs_N2,WBGene00006627,119.014977430593,1.71308469203191,up,No
CB4856_vs_N2,WBGene00006628,94.3386469312193,1.47119289867926,up,No
CB4856_vs_N2,WBGene00006634,664.616329596889,-0.641956346091515,down,No
CB4856_vs_N2,WBGene00006649,1233.39577733423,0.679367340142119,up,No
CB4856_vs_N2,WBGene00006682,93.3723126131244,0.917389761579652,up,No
CB4856_vs_N2,WBGene00006686,312.302004893586,-0.716606308080537,down,No
CB4856_vs_N2,WBGene00006893,640.833149397143,-0.647075392572336,down,No
CB4856_vs_N2,WBGene00006912,742.994335213049,0.72907739190022,up,Yes
CB4856_vs_N2,WBGene00006927,29822.9638487231,-1.87843049847006,down,No
CB4856_vs_N2,WBGene00006948,155.70982749649,-1.52897139983293,down,No
CB4856_vs_N2,WBGene00006950,626.068089122184,-2.48857885846474,down,No
CB4856_vs_N2,WBGene00006952,225.381679157802,-1.83181321794695,down,No
CB4856_vs_N2,WBGene00007056,257.707232116311,-0.738217350990669,down,No
CB4856_vs_N2,WBGene00007071,1768.56627871691,-0.705328231725295,down,No
CB4856_vs_N2,WBGene00007075,34.9584172163502,8.38781761178135,up,No
CB4856_vs_N2,WBGene00007076,113.53653150735,1.24074498466987,up,No
CB4856_vs_N2,WBGene00007097,567.650903040925,1.4964993130823,up,No
CB4856_vs_N2,WBGene00007126,101.769281723849,-1.39645353474439,down,No
CB4856_vs_N2,WBGene00007133,96.6119067468836,1.04655423728835,up,No
CB4856_vs_N2,WBGene00007146,34.070947855339,-0.981269317932109,down,No
CB4856_vs_N2,WBGene00007152,23.4267923475676,-1.41447934415061,down,No
CB4856_vs_N2,WBGene00007177,44.6618283708665,-3.39153305614091,down,No
CB4856_vs_N2,WBGene00007182,38.6137964351432,2.88026705588485,up,No
CB4856_vs_N2,WBGene00007183,129.576142391049,4.28490166041806,up,No
CB4856_vs_N2,WBGene00007210,176.997852221479,-1.66260079676637,down,Yes
CB4856_vs_N2,WBGene00007213,28.0860990219608,1.00121441062543,up,No
CB4856_vs_N2,WBGene00007220,145.535928071313,0.817697799647006,up,No
CB4856_vs_N2,WBGene00007242,317.335881260105,-0.600484318032261,down,No
CB4856_vs_N2,WBGene00007247,36.6578487573383,0.749235835144632,up,No
CB4856_vs_N2,WBGene00007271,35.5668350355098,2.86914686700308,up,No
CB4856_vs_N2,WBGene00007283,855.432146743804,1.29542737740529,up,No
CB4856_vs_N2,WBGene00007309,171.394713713762,-0.600818213138369,down,No
CB4856_vs_N2,WBGene00007313,134.117073609424,-2.27027798626693,down,No
CB4856_vs_N2,WBGene00007325,30.9466942542197,-2.07676796092714,down,No
CB4856_vs_N2,WBGene00007336,1227.30906593497,0.898813447429574,up,No
CB4856_vs_N2,WBGene00007339,114.073878308407,-0.76082075890269,down,No
CB4856_vs_N2,WBGene00007341,47.277627126538,1.60511892049463,up,No
CB4856_vs_N2,WBGene00007343,171.679706064458,-1.20058918620381,down,No
CB4856_vs_N2,WBGene00007367,20.0573842064159,1.03039569953085,up,No
CB4856_vs_N2,WBGene00007368,270.467765731981,0.87347580789403,up,No
CB4856_vs_N2,WBGene00007381,32.5237107857857,-1.19888330944431,down,No
CB4856_vs_N2,WBGene00007384,602.833367008279,-1.13278127772603,down,No
CB4856_vs_N2,WBGene00007391,522.002520007314,0.589270242850889,up,No
CB4856_vs_N2,WBGene00007392,269.288319466614,-1.13516395221154,down,No
CB4856_vs_N2,WBGene00007393,231.249786765634,2.60256875600304,up,No
CB4856_vs_N2,WBGene00007422,732.491795117163,0.869690637924434,up,Yes
CB4856_vs_N2,WBGene00007453,155.162074332459,0.700323820817016,up,No
CB4856_vs_N2,WBGene00007454,38.3019057306307,-1.48263036039963,down,No
CB4856_vs_N2,WBGene00007515,41.5151467384176,-0.864746970423707,down,No
CB4856_vs_N2,WBGene00007530,55.7866898861421,-1.50111187054295,down,No
CB4856_vs_N2,WBGene00007600,144.942818457152,-1.24913642333902,down,No
CB4856_vs_N2,WBGene00007605,1389.18611335305,0.764508385715658,up,No
CB4856_vs_N2,WBGene00007655,14.9885644453149,3.93607403975831,up,No
CB4856_vs_N2,WBGene00007656,24.0774460738425,2.32298514523321,up,No
CB4856_vs_N2,WBGene00007657,18.7605668791221,-1.58046804334751,down,No
CB4856_vs_N2,WBGene00007658,91.3171553303716,-1.95532100339146,down,No
CB4856_vs_N2,WBGene00007660,171.694199132984,2.57908965170684,up,No
CB4856_vs_N2,WBGene00007672,40.5120944596778,2.28728616000554,up,No
CB4856_vs_N2,WBGene00007687,132.967145072467,-1.42800475794372,down,No
CB4856_vs_N2,WBGene00007694,182.268166193995,0.912685895964812,up,No
CB4856_vs_N2,WBGene00007700,54.9340659104119,-9.40512318937126,down,No
CB4856_vs_N2,WBGene00007709,18206.9843181265,-0.753704485868496,down,No
CB4856_vs_N2,WBGene00007724,108.469556147927,-10.387086757917,down,No
CB4856_vs_N2,WBGene00007725,111.206598489568,-10.423424009745,down,No
CB4856_vs_N2,WBGene00007728,14.1753490565545,-7.44747891897354,down,No
CB4856_vs_N2,WBGene00007750,316.004523287275,0.785189756937462,up,No
CB4856_vs_N2,WBGene00007758,89.0586133844985,2.17611598707,up,No
CB4856_vs_N2,WBGene00007766,805.455474128313,-10.4836367073167,down,No
CB4856_vs_N2,WBGene00007788,1611.54311152061,0.736758938741818,up,No
CB4856_vs_N2,WBGene00007793,146.949381179879,-3.25404200943058,down,No
CB4856_vs_N2,WBGene00007811,900.615846609675,0.652316768486681,up,No
CB4856_vs_N2,WBGene00007823,154.01612273413,-1.95565477289252,down,No
CB4856_vs_N2,WBGene00007837,82.5063071919409,-0.700686484239572,down,No
CB4856_vs_N2,WBGene00007840,297.773489270748,1.19741638155155,up,No
CB4856_vs_N2,WBGene00007850,87.3485112181826,0.954186395834054,up,No
CB4856_vs_N2,WBGene00007864,88.7086623565063,6.39333924073806,up,No
CB4856_vs_N2,WBGene00007886,457.722800018068,0.623025426344409,up,Yes
CB4856_vs_N2,WBGene00007903,253.095530314057,-1.89484211584455,down,No
CB4856_vs_N2,WBGene00007935,118.28586221753,-1.31192217417197,down,No
CB4856_vs_N2,WBGene00007938,166.434561953693,-2.6780369070157,down,No
CB4856_vs_N2,WBGene00007946,16.1084168742574,1.43905129656611,up,Yes
CB4856_vs_N2,WBGene00007963,383.80452663233,1.02404400829973,up,No
CB4856_vs_N2,WBGene00007989,113.80246523124,-10.4535341098937,down,No
CB4856_vs_N2,WBGene00007990,54.9340306411042,2.30228851823529,up,No
CB4856_vs_N2,WBGene00007992,25.0962420195303,-1.50368033040323,down,No
CB4856_vs_N2,WBGene00007996,55.8975856971698,-1.66251908562999,down,No
CB4856_vs_N2,WBGene00007999,655.408290717041,-1.72665577247452,down,No
CB4856_vs_N2,WBGene00008010,466.751290176405,4.96233289578999,up,No
CB4856_vs_N2,WBGene00008014,58.7558619143599,3.85928988918604,up,No
CB4856_vs_N2,WBGene00008016,25.8995970979676,2.44540087111206,up,No
CB4856_vs_N2,WBGene00008017,26.4810154760986,1.28296515188488,up,No
CB4856_vs_N2,WBGene00008027,305.843143745721,1.33842121088976,up,No
CB4856_vs_N2,WBGene00008042,411.415084008945,1.10361324429022,up,No
CB4856_vs_N2,WBGene00008047,75.6204152519901,-1.18884292358131,down,No
CB4856_vs_N2,WBGene00008066,18.35405122578,2.00638188519183,up,No
CB4856_vs_N2,WBGene00008070,15.5831417849209,3.92161592071129,up,No
CB4856_vs_N2,WBGene00008086,54.3409363080768,0.630833885804305,up,No
CB4856_vs_N2,WBGene00008099,193.347779941512,1.41123444686065,up,No
CB4856_vs_N2,WBGene00008101,252.175633012224,0.746621364825824,up,No
CB4856_vs_N2,WBGene00008102,20.7440092382835,1.87299197441644,up,No
CB4856_vs_N2,WBGene00008127,450.197784976329,0.815084181354408,up,Yes
CB4856_vs_N2,WBGene00008128,14.3671754956074,1.12391717765292,up,No
CB4856_vs_N2,WBGene00008144,13.1380288043022,1.95906052816204,up,No
CB4856_vs_N2,WBGene00008145,814.943488878021,-0.953401090812603,down,No
CB4856_vs_N2,WBGene00008150,101.606477376881,-1.74299758308618,down,No
CB4856_vs_N2,WBGene00008167,2896.5561959668,0.854277154070452,up,Yes
CB4856_vs_N2,WBGene00008168,41.3557738594536,1.17321399783569,up,No
CB4856_vs_N2,WBGene00008170,833.716526472746,-0.586909474153437,down,No
CB4856_vs_N2,WBGene00008199,441.049233092692,1.06731442082749,up,No
CB4856_vs_N2,WBGene00008201,39.0326597126088,1.67192991041774,up,No
CB4856_vs_N2,WBGene00008215,419.658135541261,-1.40614384533862,down,No
CB4856_vs_N2,WBGene00008246,182.319100104966,0.63576830049362,up,No
CB4856_vs_N2,WBGene00008263,19.7474835267544,1.3202100984324,up,No
CB4856_vs_N2,WBGene00008283,220.799266990296,0.595590258786037,up,No
CB4856_vs_N2,WBGene00008301,76.9991618274255,-2.48757930480467,down,No
CB4856_vs_N2,WBGene00008302,180.983147714648,3.30920057645065,up,No
CB4856_vs_N2,WBGene00008314,64.3358862625327,-1.50433945991039,down,No
CB4856_vs_N2,WBGene00008335,212.643406175344,0.733708781301506,up,No
CB4856_vs_N2,WBGene00008352,42.4243251903308,-9.03350561778112,down,No
CB4856_vs_N2,WBGene00008356,1383.8563401956,-1.80978601884496,down,No
CB4856_vs_N2,WBGene00008357,543.217903810425,-5.3052964376459,down,No
CB4856_vs_N2,WBGene00008358,261.827838860569,-1.88629922304924,down,No
CB4856_vs_N2,WBGene00008359,741.183183159395,1.08930709912636,up,No
CB4856_vs_N2,WBGene00008360,229.72281274716,-3.98732674739308,down,No
CB4856_vs_N2,WBGene00008365,83.077853136069,-0.665508082084204,down,No
CB4856_vs_N2,WBGene00008370,257.235251094717,-1.19459636677536,down,No
CB4856_vs_N2,WBGene00008376,218.091383491111,-2.27474065190708,down,No
CB4856_vs_N2,WBGene00008436,2748.21546920465,0.751208214549685,up,No
CB4856_vs_N2,WBGene00008447,83.3396157741625,-9.03866802103729,down,No
CB4856_vs_N2,WBGene00008448,3359.09404353692,-2.07532356811056,down,No
CB4856_vs_N2,WBGene00008449,240.059214537044,-1.96969164908303,down,No
CB4856_vs_N2,WBGene00008462,795.844428284874,4.89711248172488,up,No
CB4856_vs_N2,WBGene00008492,156.561570724163,-2.70216313534395,down,No
CB4856_vs_N2,WBGene00008495,265.001368100731,-1.76468132711135,down,No
CB4856_vs_N2,WBGene00008496,137.586924143589,-1.49576194491086,down,No
CB4856_vs_N2,WBGene00008507,10.1259972373149,2.21967216793191,up,No
CB4856_vs_N2,WBGene00008512,79.3897025052645,-1.18935896134818,down,No
CB4856_vs_N2,WBGene00008519,536.719078540502,2.14047561105114,up,No
CB4856_vs_N2,WBGene00008538,884.347552905619,0.860956128189631,up,Yes
CB4856_vs_N2,WBGene00008539,24.1025050194629,1.65192861208607,up,No
CB4856_vs_N2,WBGene00008559,101.114743574457,-1.91920309228388,down,No
CB4856_vs_N2,WBGene00008563,162.265503606855,2.01186461814445,up,No
CB4856_vs_N2,WBGene00008565,604.461681872081,-1.18913440246393,down,Yes
CB4856_vs_N2,WBGene00008584,75.1118536133712,-3.06660723894161,down,No
CB4856_vs_N2,WBGene00008596,401.63930565986,1.57602232666565,up,No
CB4856_vs_N2,WBGene00008597,47.2314394095622,1.83365767844033,up,No
CB4856_vs_N2,WBGene00008605,380.496396699113,-1.52446599958084,down,No
CB4856_vs_N2,WBGene00008611,13.7715179680504,2.71254369912199,up,No
CB4856_vs_N2,WBGene00008612,56.5727949808501,4.51017455008372,up,No
CB4856_vs_N2,WBGene00008631,22.1394627206272,3.87780408679931,up,No
CB4856_vs_N2,WBGene00008632,24.4915550099081,2.0055513383979,up,No
CB4856_vs_N2,WBGene00008633,13.4942210930076,2.8791151482522,up,No
CB4856_vs_N2,WBGene00008640,28.7745722890673,-2.4368166818145,down,No
CB4856_vs_N2,WBGene00008644,96.108407289457,0.757557875352459,up,No
CB4856_vs_N2,WBGene00008652,1101.28198100311,-1.55934663169663,down,No
CB4856_vs_N2,WBGene00008698,17.071399167261,3.9825062838575,up,No
CB4856_vs_N2,WBGene00008714,280.797851925169,-0.595962518336894,down,No
CB4856_vs_N2,WBGene00008762,52.8867467192464,-0.822139383012234,down,No
CB4856_vs_N2,WBGene00008772,25.3886303489601,-3.75842648077798,down,No
CB4856_vs_N2,WBGene00008779,162.973520472349,1.20993644701767,up,No
CB4856_vs_N2,WBGene00008782,69.544720107406,1.29684835980268,up,No
CB4856_vs_N2,WBGene00008784,99.3453874354577,1.1024283633201,up,No
CB4856_vs_N2,WBGene00008794,21.9883494822633,-3.57921091152179,down,No
CB4856_vs_N2,WBGene00008807,19.1199452089542,-1.82675306789956,down,No
CB4856_vs_N2,WBGene00008824,372.084687180473,0.862982206935694,up,No
CB4856_vs_N2,WBGene00008826,17.152123676899,5.52396011838536,up,No
CB4856_vs_N2,WBGene00008841,397.752385970329,-1.65028897365313,down,No
CB4856_vs_N2,WBGene00008853,40.5697895355847,-2.71544478180057,down,No
CB4856_vs_N2,WBGene00008862,174.549319285491,3.29030611934153,up,No
CB4856_vs_N2,WBGene00008863,46.7623287303068,1.28100516580624,up,No
CB4856_vs_N2,WBGene00008875,22.9425928509864,-1.74377157918657,down,No
CB4856_vs_N2,WBGene00008880,326.15060209212,0.639227835760991,up,No
CB4856_vs_N2,WBGene00008904,122.351445572158,0.744101648936182,up,No
CB4856_vs_N2,WBGene00008916,43.6290177894087,1.25415715302468,up,No
CB4856_vs_N2,WBGene00008922,1883.67529068189,0.732693526972302,up,No
CB4856_vs_N2,WBGene00008944,910.022228401911,-12.5038368937977,down,No
CB4856_vs_N2,WBGene00008945,82.3280141694856,-1.20799905201917,down,No
CB4856_vs_N2,WBGene00008964,270.596449024244,-0.753006054734547,down,No
CB4856_vs_N2,WBGene00008967,89.6928943896865,-2.25276122361754,down,No
CB4856_vs_N2,WBGene00008976,11.7641964775358,-3.50055119647693,down,No
CB4856_vs_N2,WBGene00008988,75.8559901092099,1.71224629539829,up,No
CB4856_vs_N2,WBGene00009001,16.442593270866,-2.0165104858673,down,Yes
CB4856_vs_N2,WBGene00009008,518.234005464188,0.989114842314447,up,No
CB4856_vs_N2,WBGene00009014,23.6650387538639,2.34453963014485,up,No
CB4856_vs_N2,WBGene00009015,12.9153306080173,2.17334674415934,up,No
CB4856_vs_N2,WBGene00009016,91.0554278046148,-2.33200562869062,down,No
CB4856_vs_N2,WBGene00009018,19.0336899710581,1.08361197042829,up,No
CB4856_vs_N2,WBGene00009029,24.3288645875998,2.68537459907216,up,No
CB4856_vs_N2,WBGene00009036,92.2227414733488,9.24357764135969,up,No
CB4856_vs_N2,WBGene00009042,333.763130907198,1.42681132162372,up,No
CB4856_vs_N2,WBGene00009048,828.81019247357,-1.29561477547649,down,Yes
CB4856_vs_N2,WBGene00009061,96.7365552525292,2.1274463117633,up,No
CB4856_vs_N2,WBGene00009087,95.1064199610294,-5.02315713764983,down,No
CB4856_vs_N2,WBGene00009089,79.5315293126503,1.52262621863935,up,No
CB4856_vs_N2,WBGene00009094,143.714543664047,-1.70362569652108,down,No
CB4856_vs_N2,WBGene00009110,80.6067614061238,-1.38649274652079,down,No
CB4856_vs_N2,WBGene00009143,103.498105538993,-7.45122925239275,down,No
CB4856_vs_N2,WBGene00009149,52.7045917742394,-6.2914520545779,down,No
CB4856_vs_N2,WBGene00009156,111.452504017323,1.25673802624088,up,No
CB4856_vs_N2,WBGene00009165,256.276172005987,-1.25453024444987,down,Yes
CB4856_vs_N2,WBGene00009166,13.0576190157974,-7.33165258499882,down,No
CB4856_vs_N2,WBGene00009182,243.869220457664,-1.66393211681234,down,No
CB4856_vs_N2,WBGene00009192,1545.45392115744,1.1848069216284,up,Yes
CB4856_vs_N2,WBGene00009205,62.5729932687083,-1.23614042376144,down,No
CB4856_vs_N2,WBGene00009212,320.068816850385,1.35931770032998,up,No
CB4856_vs_N2,WBGene00009218,478.227641543732,-0.87337008768056,down,Yes
CB4856_vs_N2,WBGene00009222,148.606038493674,-3.00849945432656,down,No
CB4856_vs_N2,WBGene00009224,282.377845823317,1.71727411196953,up,No
CB4856_vs_N2,WBGene00009226,1719.80393988083,3.05443821465925,up,Yes
CB4856_vs_N2,WBGene00009227,17.3781173235648,1.28903821089167,up,No
CB4856_vs_N2,WBGene00009257,49.4611238037046,-1.0618691073538,down,No
CB4856_vs_N2,WBGene00009268,24.0764031010096,1.47041894425622,up,No
CB4856_vs_N2,WBGene00009296,47.8048435658598,1.26232449614797,up,No
CB4856_vs_N2,WBGene00009299,39.2901214023618,-8.91946763546984,down,No
CB4856_vs_N2,WBGene00009331,147.776733822981,-1.2429576964996,down,No
CB4856_vs_N2,WBGene00009343,22.7081962092119,2.2528126453421,up,No
CB4856_vs_N2,WBGene00009349,214.297059340099,1.03987818696826,up,No
CB4856_vs_N2,WBGene00009355,90.0036832780647,-1.5423067874814,down,No
CB4856_vs_N2,WBGene00009361,229.173976183556,1.41170156899188,up,No
CB4856_vs_N2,WBGene00009396,2936.22846725548,1.12650540206342,up,No
CB4856_vs_N2,WBGene00009397,817.762372347456,1.34359743960825,up,No
CB4856_vs_N2,WBGene00009429,88.6768447051506,-3.18933797780033,down,No
CB4856_vs_N2,WBGene00009430,1849.66882714636,0.603303254041429,up,No
CB4856_vs_N2,WBGene00009433,1111.67029497972,3.00602986799295,up,No
CB4856_vs_N2,WBGene00009434,1027.76398322156,0.788825572774493,up,No
CB4856_vs_N2,WBGene00009470,222.021641020463,-3.67413011517118,down,No
CB4856_vs_N2,WBGene00009485,221.483501014937,1.08121359219241,up,No
CB4856_vs_N2,WBGene00009488,45.3240987842533,-1.69761391918195,down,No
CB4856_vs_N2,WBGene00009500,255.662502088266,-0.948263954960168,down,No
CB4856_vs_N2,WBGene00009514,1585.06821800215,-0.965518322831165,down,No
CB4856_vs_N2,WBGene00009515,723.836145987288,4.17972048974378,up,No
CB4856_vs_N2,WBGene00009517,53.0594190347919,3.7188468944971,up,No
CB4856_vs_N2,WBGene00009518,594.339245416166,1.11444678393775,up,No
CB4856_vs_N2,WBGene00009520,25.6271218681728,-8.30340972260636,down,No
CB4856_vs_N2,WBGene00009523,55.6169156301433,1.66199844692314,up,No
CB4856_vs_N2,WBGene00009528,49.8543972817385,-1.36933080503194,down,No
CB4856_vs_N2,WBGene00009572,41.6191711180723,1.23395788250202,up,No
CB4856_vs_N2,WBGene00009573,235.281926609876,-2.27258348119421,down,No
CB4856_vs_N2,WBGene00009595,1484.4484264918,0.856619479696773,up,No
CB4856_vs_N2,WBGene00009620,117.079444428674,-1.85942262937132,down,No
CB4856_vs_N2,WBGene00009622,18.9266152496689,1.00656848617585,up,Yes
CB4856_vs_N2,WBGene00009637,1394.70484905497,1.20580734092484,up,No
CB4856_vs_N2,WBGene00009638,1163.39675593916,-0.744732395170508,down,No
CB4856_vs_N2,WBGene00009639,858.571603379905,-1.84272816104463,down,No
CB4856_vs_N2,WBGene00009642,408.798228032911,0.699101666719437,up,No
CB4856_vs_N2,WBGene00009644,40.1575277037605,-1.44728738461145,down,No
CB4856_vs_N2,WBGene00009698,71.5266731194814,1.51339086074921,up,No
CB4856_vs_N2,WBGene00009710,252.81498964036,5.46603285368808,up,No
CB4856_vs_N2,WBGene00009720,22.1838622665414,-2.68995052160617,down,No
CB4856_vs_N2,WBGene00009756,9.31794715598513,2.44148213608469,up,No
CB4856_vs_N2,WBGene00009759,75.3285962668405,-1.3848277637732,down,No
CB4856_vs_N2,WBGene00009777,76.0572702884549,0.798153603988056,up,No
CB4856_vs_N2,WBGene00009791,35.4579123541873,-1.86709375230006,down,No
CB4856_vs_N2,WBGene00009799,89.6020525658904,0.736599625400743,up,No
CB4856_vs_N2,WBGene00009806,19.9518957972396,-1.68451288424728,down,No
CB4856_vs_N2,WBGene00009811,15.1059598588321,2.18778226764474,up,No
CB4856_vs_N2,WBGene00009835,82.0345449321607,-9.98430123349346,down,No
CB4856_vs_N2,WBGene00009839,30.6770271668346,-8.56638799056594,down,No
CB4856_vs_N2,WBGene00009840,73.0561551093551,-5.43835680442269,down,No
CB4856_vs_N2,WBGene00009841,82.4876596295728,5.1196162023256,up,No
CB4856_vs_N2,WBGene00009854,26.6333463936064,1.27295009467214,up,No
CB4856_vs_N2,WBGene00009856,56.3720398912383,2.75274740926386,up,No
CB4856_vs_N2,WBGene00009857,57.1325872798219,1.87790025559899,up,No
CB4856_vs_N2,WBGene00009860,16.8051975803278,3.56569631133137,up,No
CB4856_vs_N2,WBGene00009862,92.090019624878,0.663718197792385,up,No
CB4856_vs_N2,WBGene00009892,23.9077863742583,-2.91644496208831,down,No
CB4856_vs_N2,WBGene00009898,5367.40820725443,3.9784427772804,up,No
CB4856_vs_N2,WBGene00009908,92.6979381835394,3.61432222096123,up,Yes
CB4856_vs_N2,WBGene00009957,1375.63815777785,0.777065850396941,up,No
CB4856_vs_N2,WBGene00009964,117.394288764421,-0.959242783328717,down,No
CB4856_vs_N2,WBGene00009982,2319.33692496425,-2.04812044295802,down,No
CB4856_vs_N2,WBGene00009984,196.199895133203,1.71688989009199,up,No
CB4856_vs_N2,WBGene00010004,71.1594417017547,2.22861571636256,up,No
CB4856_vs_N2,WBGene00010005,49.2530407924083,2.68150271270983,up,No
CB4856_vs_N2,WBGene00010008,53.7547176660774,-1.36322833005505,down,No
CB4856_vs_N2,WBGene00010019,137.29412282185,0.68900770822525,up,No
CB4856_vs_N2,WBGene00010041,1491.31909350532,0.634365397291812,up,No
CB4856_vs_N2,WBGene00010057,149.635277626349,-0.816785769374687,down,No
CB4856_vs_N2,WBGene00010060,13.9904771891966,-1.08927726270847,down,No
CB4856_vs_N2,WBGene00010066,249.979694533632,0.856598166245726,up,No
CB4856_vs_N2,WBGene00010101,34.6771122739053,2.89645813979647,up,No
CB4856_vs_N2,WBGene00010104,15.103671406838,1.99087139048859,up,No
CB4856_vs_N2,WBGene00010124,1856.58309109852,-1.69297610322407,down,No
CB4856_vs_N2,WBGene00010157,57.8795012634581,3.080052891605,up,No
CB4856_vs_N2,WBGene00010166,57.3001290023897,7.21390649098228,up,Yes
CB4856_vs_N2,WBGene00010189,31.7066952998059,1.92730809991166,up,No
CB4856_vs_N2,WBGene00010196,1143.35374782126,0.706178146867859,up,No
CB4856_vs_N2,WBGene00010212,257.688757029688,-1.03708852741405,down,No
CB4856_vs_N2,WBGene00010238,194.25075577505,1.51640040623062,up,No
CB4856_vs_N2,WBGene00010248,155.100338878239,1.51774298314193,up,No
CB4856_vs_N2,WBGene00010253,17.6338349029469,-3.16684591542409,down,No
CB4856_vs_N2,WBGene00010267,57.0298667993162,-1.53477314103097,down,No
CB4856_vs_N2,WBGene00010285,145.729093964274,-1.72260511742244,down,No
CB4856_vs_N2,WBGene00010296,1031.45964613551,1.16333407001382,up,Yes
CB4856_vs_N2,WBGene00010299,91.6227063838912,1.84623622371518,up,No
CB4856_vs_N2,WBGene00010319,100.133583942451,-1.6139478873907,down,No
CB4856_vs_N2,WBGene00010328,97.8952626510242,0.627668709174376,up,No
CB4856_vs_N2,WBGene00010330,71.6354911638949,-1.47796440753202,down,No
CB4856_vs_N2,WBGene00010338,268.447896053669,-0.639996264985307,down,No
CB4856_vs_N2,WBGene00010348,891.629806801089,0.772084445701888,up,No
CB4856_vs_N2,WBGene00010354,2876.16491228736,0.635157636818412,up,No
CB4856_vs_N2,WBGene00010379,67.5917749955371,1.10254934558671,up,No
CB4856_vs_N2,WBGene00010399,29.3766980049599,-3.43938943884106,down,No
CB4856_vs_N2,WBGene00010401,17.8191533043357,-4.03619713058682,down,No
CB4856_vs_N2,WBGene00010413,34.6803111476978,1.52078006819253,up,No
CB4856_vs_N2,WBGene00010426,62.3416712164413,1.23049387546671,up,No
CB4856_vs_N2,WBGene00010451,20.7044179267646,-1.6123583998134,down,No
CB4856_vs_N2,WBGene00010454,83.0199430122815,-0.643901328649671,down,No
CB4856_vs_N2,WBGene00010464,39.0506184642819,-2.0032085270095,down,No
CB4856_vs_N2,WBGene00010468,56.5216586664929,-1.88151051695544,down,No
CB4856_vs_N2,WBGene00010471,1800.96105278589,0.891030924873164,up,No
CB4856_vs_N2,WBGene00010495,91.3420858305381,1.05668129144082,up,No
CB4856_vs_N2,WBGene00010508,12.1812317426996,1.88599145646197,up,No
CB4856_vs_N2,WBGene00010528,12.3189254579654,-7.24441277746956,down,No
CB4856_vs_N2,WBGene00010545,810.614395591036,0.797981427199486,up,No
CB4856_vs_N2,WBGene00010572,280.716280804427,0.754864335397855,up,No
CB4856_vs_N2,WBGene00010573,906.074395618596,-1.70410736954657,down,No
CB4856_vs_N2,WBGene00010585,28.3281467803055,-8.44658797203598,down,No
CB4856_vs_N2,WBGene00010587,77.390432149065,0.70411654634626,up,No
CB4856_vs_N2,WBGene00010606,128.130219441259,0.787222672078996,up,No
CB4856_vs_N2,WBGene00010612,242.483872847674,-1.57586365887392,down,No
CB4856_vs_N2,WBGene00010644,163.316972448081,1.00096063484914,up,No
CB4856_vs_N2,WBGene00010647,77.5071594321832,0.910867400528532,up,No
CB4856_vs_N2,WBGene00010658,305.835525684267,2.34368121914356,up,No
CB4856_vs_N2,WBGene00010659,647.407449442956,1.84684698286711,up,No
CB4856_vs_N2,WBGene00010660,975.998348096505,0.698570197099366,up,No
CB4856_vs_N2,WBGene00010662,13.1534483109653,2.79319268943963,up,No
CB4856_vs_N2,WBGene00010673,150.36151892518,-1.65160621943445,down,No
CB4856_vs_N2,WBGene00010684,262.694990759376,1.08659855781202,up,No
CB4856_vs_N2,WBGene00010708,14.1894879172171,1.37771050607929,up,No
CB4856_vs_N2,WBGene00010712,91.2107680423702,-1.10323971489152,down,No
CB4856_vs_N2,WBGene00010714,76.5535686140185,-1.44452817015948,down,No
CB4856_vs_N2,WBGene00010717,47.0937019185833,-0.895704800830176,down,No
CB4856_vs_N2,WBGene00010749,267.862837230739,0.861288813540606,up,No
CB4856_vs_N2,WBGene00010752,37.3413401522704,-1.78284429756216,down,No
CB4856_vs_N2,WBGene00010754,59.6299355201275,1.95684031996546,up,No
CB4856_vs_N2,WBGene00010821,15.1987752515032,6.20872608488802,up,No
CB4856_vs_N2,WBGene00010822,131.075433009444,-2.00204871426665,down,No
CB4856_vs_N2,WBGene00010823,9.76507298162153,5.56200086215338,up,No
